name,full_name,tally,panel,ensembl,location,uniprot,tags,OMIM,panels,panel_names,disease_group,disease_sub_group,mode_of_inheritance,confidence_level,len,pLI,pRec,pNull,%modelled
CXCR4,C-X-C motif chemokine receptor 4,3,,ENSG00000121966,(build: 38)2:136114349-136118165,P61073,,162643,159|519,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia,Haematological disorders|NA,Anaemias and red cell disorders|NA,Monoallelic,3|4,352,0.42745098,0.539796705,0.032752315,0.920454545
MYSM1,"Myb like, SWIRM and MPN domains 1",1,,ENSG00000162601,(build: 38)1:58654739-58700092,Q5VVJ2,,612176,519,Cytopenia - NOT Fanconi anaemia,NA,NA,Biallelic,2,828,0.020231645,0.979762003,6.35E-06,0.201690821
DNAJC21,DnaJ heat shock protein family (Hsp40) member C21,2,,ENSG00000168724,(build: 38)5:34929593-34958964,Q5F1R6,,617048,159|519,Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia,Haematological disorders|NA,Anaemias and red cell disorders|NA,Biallelic,3|4,531,1.45E-05,0.991233393,0.008752095,0
SLC35D1,solute carrier family 35 member D1,8,,ENSG00000116704,(build: 38)1:66999332-67054099,Q9NTN3,,610804,196|25|285|309|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy|Osteogenesis imperfecta|Skeletal dysplasia,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders,NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic|NA,0|2|3|4,355,0.001854201,0.974733984,0.023411815,0
TMEM199,transmembrane protein 199,4,,ENSG00000244045,(build: 38)17:28357581-28363683,Q8N511,,616815,25|469|471|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Molecular autopsy,Metabolic disorders|NA,NA|Specific metabolic abnormalities,Biallelic,1|2,208,0.000653685,0.737375253,0.261971062,0
ALG6,"ALG6, alpha-1,3-glucosyltransferase",7,,ENSG00000088035,(build: 38)1:63367590-63438562,Q9Y672,,604566,25|285|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,507,0.055367626,0.943817188,0.000815186,0
ALG3,"ALG3, alpha-1,3- mannosyltransferase",8,,ENSG00000214160,(build: 38)3:184242301-184249548,Q92685,pathogenic-synonymous,608750,25|285|309|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Skeletal dysplasia,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic,3|4,438,4.18E-06,0.609402318,0.390593504,0
XYLT2,xylosyltransferase 2,7,,ENSG00000015532,(build: 38)17:50346092-50363138,Q9H1B5,,608125,25|309|469|471|478|484|565,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Molecular autopsy|Rare genetic inflammatory skin disorders|Skeletal dysplasia,Metabolic disorders|NA|Skeletal disorders,NA|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic|NA,1|2|3|4,865,0.337133945,0.662738798,0.000127257,0
DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,6,,ENSG00000244038,(build: 38)1:20651767-20661544,P39656,,602202,25|285|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,1|4,456,0.134980574,0.860596218,0.004423208,0
ALG8,"ALG8, alpha-1,3-glucosyltransferase",9,,ENSG00000159063,(build: 38)11:78100936-78139660,Q9BVK2,,608103,209|25|285|402|469|471|478|484|653,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Ductal plate malformation|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Polycystic liver disease interim,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic|Monoallelic,3|4,526,1.01E-05,0.985467795,0.014522106,0
DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory",13,,ENSG00000136908,(build: 38)9:127935099-127938484,O94777,,603564,25|285|302|309|402|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Skeletal dysplasia|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic,1|2|3|4,84,0.019800957,0.741157528,0.239041514,0
CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",7,,ENSG00000084774,(build: 38)2:27217390-27243943,P27708,,114010,25|285|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,0|1|3|4,2225,0.999999702,2.98E-07,1.55E-23,0.314606742
PIGM,phosphatidylinositol glycan anchor biosynthesis class M,5,,ENSG00000143315,(build: 38)1:160027673-160031991,Q9H3S5,promoter,610273,25|467|469|471|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Inborn errors of metabolism|Molecular autopsy,Metabolic disorders|NA,NA|Specific metabolic abnormalities,Biallelic,1|2,423,0.000916858,0.571293608,0.427789535,0
ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8,,ENSG00000115525,(build: 38)2:85837120-85905199,Q9UNP4,,604402,126|25|285|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Hearing loss|Intellectual disability|Molecular autopsy,Hearing and ear disorders|Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Non-syndromic hearing loss|Specific metabolic abnormalities,Biallelic|NA,1|2|3|4,418,0.02785491,0.96086057,0.01128452,0
MAN1B1,mannosidase alpha class 1B member 1,6,,ENSG00000177239,(build: 38)9:137086927-137109187,Q9UKM7,,604346,25|285|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,699,2.63E-06,0.916062053,0.083935318,0.753934192
GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,4,,ENSG00000119514,(build: 38)9:98807699-98850081,Q8IXK2,,610290,25|467|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Inborn errors of metabolism|Molecular autopsy,Metabolic disorders|NA,NA|Specific metabolic abnormalities,Monoallelic,1,581,0.002825659,0.984087515,0.013086826,0
MOGS,mannosyl-oligosaccharide glucosidase,8,,ENSG00000115275,(build: 38)2:74461057-74465410,Q13724,,601336,25|285|402|467|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Inborn errors of metabolism|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,2|3|4,837,3.25E-09,0.505438902,0.494561095,0
B3GALT6,"beta-1,3-galactosyltransferase 6",9,,ENSG00000176022,(build: 38)1:1232265-1235041,Q96L58,,615291,196|25|285|309|469|471|478|484|53,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Ehlers Danlos syndromes|Fetal anomalies|Intellectual disability|Molecular autopsy|Osteogenesis imperfecta|Skeletal dysplasia,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Rheumatological disorders|Skeletal disorders,Connective tissues disorders|NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic,2|3|4,329,0.048104466,0.682101787,0.269793747,0
ALG12,"ALG12, alpha-1,6-mannosyltransferase",8,,ENSG00000182858,(build: 38)22:49900229-49918458,Q9BV10,,607144,25|285|309|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Skeletal dysplasia,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic,1|3|4,488,0.007881983,0.977530335,0.014587683,0
ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",15,,ENSG00000101901,(build: 38)X:111665811-111760649,Q9NP73,,300776,25|285|302|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,X|X-Linked,1|2|4,1137,0.99758296,0.002417037,3.73E-09,0
RFT1,RFT1 homolog,16,,ENSG00000163933,(build: 38)3:53088483-53130462,Q9NWF4,,611908,25|285|302|309|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Skeletal dysplasia|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic,2|3|4,,,,,0
FUT8,fucosyltransferase 8,5,,ENSG00000033170,(build: 38)14:65410592-65744121,Q9BYC5,,602589,25|285|402|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,575,0.99756611,0.002433886,3.79E-09,0.88173913
COG6,component of oligomeric golgi complex 6,5,,ENSG00000133103,(build: 38)13:39655627-39791665,Q9Y2V7,,606977,25|285|402|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,2|3|4,657,6.72E-10,0.857273886,0.142726113,0
COG1,component of oligomeric golgi complex 1,7,,ENSG00000166685,(build: 38)17:73192632-73208507,Q8WTW3,,606973,25|285|309|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy|Skeletal dysplasia,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders,NA|Neurodevelopmental disorders|Skeletal dysplasias|Specific metabolic abnormalities,Biallelic,1|3|4,980,0.102527996,0.897459815,1.22E-05,0
B4GALT1,"beta-1,4-galactosyltransferase 1",12,,ENSG00000086062,(build: 38)9:33104082-33167356,P15291,,137060,25|285|302|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Intellectual disability|Molecular autopsy|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,1|3|4,0,-1,-1,-1,0.693467337
TUSC3,tumor suppressor candidate 3,14,,ENSG00000104723,(build: 38)8:15417215-15766649,Q13454,,601385,25|285|467|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Inborn errors of metabolism|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,348,0.001898764,0.975434675,0.02266656,0.431034483
MGAT2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",6,,ENSG00000168282,(build: 38)14:49620795-49623481,Q3SYC2,,602616,25|285|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,,,,,0
STT3B,"STT3B, catalytic subunit of the oligosaccharyltransferase complex",13,,ENSG00000163527,(build: 38)3:31532638-31637622,Q8TCJ2,,608605,25|285|467|469|471|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Inborn errors of metabolism|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,1,826,0.980028091,0.019971882,2.68E-08,0
SLC35C1,solute carrier family 35 member C1,7,,ENSG00000181830,(build: 38)11:45804072-45813015,Q96A29,,605881,25|285|302|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,364,0.147014852,0.778197364,0.074787784,0
PIGW,phosphatidylinositol glycan anchor biosynthesis class W,6,,ENSG00000277161,(build: 38)17:36535020-36539310,Q7Z7B1,,610275,25|285|402|469|471|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,1|3,504,5.93E-07,0.251838077,0.74816133,0
C1GALT1C1,C1GALT1 specific chaperone 1,4,,ENSG00000171155,(build: 38)X:120625793-120630150,Q96EU7,,300611,25|302|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Molecular autopsy|Undiagnosed metabolic disorders,Metabolic disorders|NA,NA|Specific metabolic abnormalities,Other,1,318,0.688732364,0.292866731,0.018400906,0
SSR4,signal sequence receptor subunit 4,4,,ENSG00000180879,(build: 38)X:153793516-153798505,P51571,,300090,25|285|469|471,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,X-Linked,3|4,173,0.806792212,0.188213695,0.004994094,0
SLC39A8,solute carrier family 39 member 8,6,,ENSG00000138821,(build: 38)4:102251041-102431258,Q9C0K1,,608732,25|285|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,3|4,460,0.891567479,0.108205188,0.000227333,0
ALG11,"ALG11, alpha-1,2-mannosyltransferase",8,,ENSG00000253710,(build: 38)13:52012398-52029664,Q2TAA5,,613666,25|285|302|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,2|3|4,492,0.000122135,0.61742559,0.382452275,0
SLC35A2,solute carrier family 35 member A2,7,,ENSG00000102100,(build: 38)X:48903180-48911958,P78381,mosaicism,314375,25|285|402|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Monoallelic|X-Linked,2|3|4,396,0.780526259,0.212440039,0.007033702,0
MAGT1,magnesium transporter 1,6,,ENSG00000102158,(build: 38)X:77826364-77895593,Q9H0U3,,300715,25|285|469|471|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Intellectual disability|Molecular autopsy,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,X-Linked,1|2,335,0.887373876,0.112375164,0.00025096,0
CCDC115,coiled-coil domain containing 115,8,,ENSG00000136710,(build: 38)2:130338241-130342349,Q96NT0,,613734,25|285|302|469|471|478|484,Cardiomyopathies - including childhood onset|Congenital disorders of glycosylation|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,1|3|4,180,1.51E-05,0.413712292,0.586272595,0
